Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds),Vishing
91.98803881028587,12,0 days 00:10:53,0 days 00:02:26,0 days 00:05:43,63.89149048514414,0
89.45671905300186,20,0 days 00:16:08,0 days 00:02:27,0 days 00:03:34,77.64071845051654,0
93.1143194993742,20,0 days 00:17:32,0 days 00:02:05,0 days 00:04:31,78.7792979420505,0
84.39530426761695,15,0 days 00:12:01,0 days 00:01:55,0 days 00:04:55,66.36942487845948,0
92.73415332969377,24,0 days 00:15:38,0 days 00:01:55,0 days 00:03:32,76.84336200875988,0
89.26815037876285,18,0 days 00:17:29,0 days 00:01:26,0 days 00:05:32,77.17713819127302,0
80.1985528663835,12,0 days 00:12:05,0 days 00:01:31,0 days 00:05:03,72.10780961004073,0
85.2085027689833,10,0 days 00:13:51,0 days 00:01:19,0 days 00:03:09,71.3217689612629,0
82.22211291422248,12,0 days 00:16:43,0 days 00:02:01,0 days 00:04:31,71.5167681849122,0
94.7274408472738,23,0 days 00:16:31,0 days 00:01:25,0 days 00:05:53,66.02578375285445,0
87.17555460559981,12,0 days 00:16:08,0 days 00:02:44,0 days 00:05:34,72.37734077877981,0
87.46087048247995,5,0 days 00:16:13,0 days 00:02:11,0 days 00:03:13,64.8716054221714,0
89.59208774598085,17,0 days 00:17:57,0 days 00:01:11,0 days 00:05:44,63.55264580151218,0
85.52876909194427,12,0 days 00:17:40,0 days 00:01:57,0 days 00:03:42,68.25900908848013,0
82.05350407528398,13,0 days 00:15:25,0 days 00:01:55,0 days 00:03:24,74.1156084596887,0
92.33176599791368,20,0 days 00:19:16,0 days 00:01:17,0 days 00:03:48,72.42855374702928,0
82.84771867854137,9,0 days 00:10:13,0 days 00:01:54,0 days 00:03:51,79.29764158679404,0
87.66978473819684,15,0 days 00:18:16,0 days 00:02:44,0 days 00:05:39,72.92911822731445,0
83.36475543462109,21,0 days 00:17:02,0 days 00:01:00,0 days 00:05:40,62.82628099591841,1
81.4676672674105,13,0 days 00:13:27,0 days 00:01:11,0 days 00:05:52,63.22436426585036,0
92.93287276132526,21,0 days 00:10:00,0 days 00:01:36,0 days 00:04:30,61.861342801556646,0
94.59379233534696,19,0 days 00:11:53,0 days 00:02:39,0 days 00:05:16,63.82347529994026,0
94.412519870945,5,0 days 00:17:15,0 days 00:02:17,0 days 00:03:17,71.95901801358242,0
93.59833248831768,20,0 days 00:10:45,0 days 00:01:08,0 days 00:04:51,76.7657295002963,0
91.61070999047958,17,0 days 00:18:29,0 days 00:02:03,0 days 00:05:30,77.87735304134915,0
84.99717728042963,24,0 days 00:19:04,0 days 00:02:42,0 days 00:05:37,68.00087773370097,1
81.21652084981996,7,0 days 00:10:45,0 days 00:01:10,0 days 00:03:00,71.17166057174464,0
86.1086175712071,18,0 days 00:11:40,0 days 00:02:29,0 days 00:03:06,76.18399184301627,0
83.48351213256414,7,0 days 00:10:19,0 days 00:02:45,0 days 00:05:29,66.24141042390337,0
81.98731452136974,22,0 days 00:13:56,0 days 00:01:09,0 days 00:04:22,71.9133800887739,1
80.80140772680238,18,0 days 00:14:19,0 days 00:02:58,0 days 00:04:57,63.481650221073316,1
90.88391546315869,21,0 days 00:17:36,0 days 00:02:24,0 days 00:04:55,69.5308068103619,0
80.17141187937547,10,0 days 00:11:05,0 days 00:01:04,0 days 00:03:23,63.461445207269364,0
91.55871122754164,12,0 days 00:14:24,0 days 00:01:59,0 days 00:03:58,69.24852780598292,0
82.20419968100562,6,0 days 00:16:16,0 days 00:01:39,0 days 00:05:19,67.9363938353516,0
81.19283123880133,22,0 days 00:15:08,0 days 00:02:20,0 days 00:03:54,68.66529647000986,1
81.34404551357908,7,0 days 00:10:10,0 days 00:02:22,0 days 00:04:04,64.87424452213035,0
90.08071711030871,6,0 days 00:10:44,0 days 00:02:50,0 days 00:03:24,62.72086684757012,0
83.68050814779266,9,0 days 00:12:20,0 days 00:02:18,0 days 00:03:41,65.51330655839772,0
86.30809200020147,13,0 days 00:10:03,0 days 00:02:27,0 days 00:03:34,64.79160078487818,0
88.36053186985876,23,0 days 00:14:38,0 days 00:02:50,0 days 00:05:16,74.685924051689,0
92.90826760743191,6,0 days 00:11:30,0 days 00:01:52,0 days 00:05:43,74.33950145963092,0
90.90566394066992,8,0 days 00:19:12,0 days 00:02:39,0 days 00:05:12,71.68965987528544,0
84.05491857858073,21,0 days 00:12:49,0 days 00:01:48,0 days 00:05:44,61.82667596337551,1
81.97224198936692,8,0 days 00:10:59,0 days 00:01:30,0 days 00:04:06,71.32523708560066,0
80.83061480631797,10,0 days 00:13:00,0 days 00:01:03,0 days 00:05:20,61.584740518811955,0
84.52397951721414,6,0 days 00:12:35,0 days 00:01:10,0 days 00:04:03,60.36346038552475,0
83.93177223859517,8,0 days 00:19:12,0 days 00:01:32,0 days 00:04:29,67.05192230275311,0
86.84210850200719,12,0 days 00:18:04,0 days 00:01:21,0 days 00:05:04,64.810898381278,0
90.24922003321521,6,0 days 00:10:21,0 days 00:01:41,0 days 00:03:24,71.89295362866085,0
90.43438168458286,6,0 days 00:17:34,0 days 00:02:50,0 days 00:03:33,78.57284976139228,0
84.2527826987325,12,0 days 00:11:16,0 days 00:02:37,0 days 00:05:55,74.39704055542384,0
85.6989043385018,9,0 days 00:12:11,0 days 00:01:18,0 days 00:05:56,75.34721723941973,0
82.71726442605355,18,0 days 00:18:24,0 days 00:02:37,0 days 00:03:44,79.01786220741246,1
91.82818268459778,17,0 days 00:10:27,0 days 00:01:51,0 days 00:03:56,72.68182161793135,0
80.85272114649861,23,0 days 00:14:01,0 days 00:02:16,0 days 00:05:17,71.55461882819651,1
90.45495862587481,5,0 days 00:18:17,0 days 00:02:03,0 days 00:05:55,72.03735951905416,0
91.68043093911655,16,0 days 00:15:44,0 days 00:01:52,0 days 00:05:12,77.31610513134932,0
91.6611134277313,24,0 days 00:12:57,0 days 00:02:06,0 days 00:04:15,67.7619807041397,0
83.89133846518033,7,0 days 00:12:54,0 days 00:02:29,0 days 00:04:44,75.90672450776007,0
85.60719706898843,18,0 days 00:18:12,0 days 00:02:46,0 days 00:03:26,73.04513869954323,0
88.81399452794584,9,0 days 00:10:36,0 days 00:02:34,0 days 00:03:09,66.09143101563927,0
84.092328536367,21,0 days 00:18:40,0 days 00:01:51,0 days 00:04:29,60.273768219681834,1
85.56279198826833,21,0 days 00:16:33,0 days 00:02:32,0 days 00:05:03,64.1983998017384,0
82.9558142027846,15,0 days 00:18:03,0 days 00:01:41,0 days 00:04:13,73.99977529253722,0
86.89783825634011,16,0 days 00:16:25,0 days 00:01:17,0 days 00:05:36,71.5938061949047,0
80.6691845188117,8,0 days 00:16:44,0 days 00:01:14,0 days 00:04:29,65.49189399640572,0
91.99693826855928,13,0 days 00:10:45,0 days 00:01:59,0 days 00:04:08,68.68604942802048,0
81.1543467047995,24,0 days 00:12:52,0 days 00:02:00,0 days 00:03:30,73.22297531162826,1
87.78252723247289,19,0 days 00:15:20,0 days 00:01:13,0 days 00:03:47,62.54172280979794,0
84.60215149317794,5,0 days 00:11:43,0 days 00:02:37,0 days 00:05:41,68.64559161702432,0
88.66314423247063,5,0 days 00:15:14,0 days 00:01:22,0 days 00:04:57,68.33248429963959,0
94.39150011250138,7,0 days 00:15:26,0 days 00:02:56,0 days 00:04:33,70.8520204024048,0
89.68355366684006,16,0 days 00:18:49,0 days 00:02:01,0 days 00:03:53,70.4382736043699,0
80.53043653633236,10,0 days 00:10:17,0 days 00:02:28,0 days 00:04:20,67.35453370135698,0
86.45603659262092,7,0 days 00:13:05,0 days 00:01:30,0 days 00:04:35,75.25467257625093,0
87.65025278477376,12,0 days 00:16:23,0 days 00:01:10,0 days 00:05:46,61.34458079982428,0
88.04266242055178,17,0 days 00:18:25,0 days 00:01:03,0 days 00:04:05,60.71076945068692,0
90.22088765905757,16,0 days 00:11:57,0 days 00:01:31,0 days 00:05:38,68.40518679196751,0
84.16394146597649,24,0 days 00:13:59,0 days 00:02:53,0 days 00:03:41,77.9338850034163,1
81.9329084819948,6,0 days 00:18:20,0 days 00:01:32,0 days 00:05:45,65.55138701059339,0
85.89013514820641,21,0 days 00:13:58,0 days 00:01:13,0 days 00:03:42,63.446186493953064,0
94.34608584193923,23,0 days 00:18:37,0 days 00:01:49,0 days 00:03:01,78.56416788658753,0
82.80696337626267,23,0 days 00:12:25,0 days 00:01:39,0 days 00:03:05,63.364465091651404,1
93.55975932392356,19,0 days 00:14:34,0 days 00:01:00,0 days 00:05:22,67.49681073427051,0
88.1570892511599,20,0 days 00:18:50,0 days 00:02:50,0 days 00:05:17,74.58031020672985,0
86.85367132468649,20,0 days 00:19:05,0 days 00:01:24,0 days 00:04:07,65.21848016955204,0
93.23062115344834,10,0 days 00:15:05,0 days 00:02:24,0 days 00:03:30,64.59699055587363,0
86.87905942652878,6,0 days 00:18:41,0 days 00:01:43,0 days 00:05:31,67.95334467863108,0
90.86251454917314,15,0 days 00:12:12,0 days 00:02:45,0 days 00:04:21,75.74729629193651,0
85.98537982554653,7,0 days 00:11:54,0 days 00:02:30,0 days 00:05:18,78.21966706325013,0
93.56066589351437,13,0 days 00:13:49,0 days 00:02:31,0 days 00:03:47,60.625850558195474,0
90.35037530286841,24,0 days 00:15:27,0 days 00:02:27,0 days 00:05:56,63.30216254743841,0
90.49433081375776,20,0 days 00:15:53,0 days 00:02:30,0 days 00:05:14,79.17202578293815,0
84.91580602335678,12,0 days 00:18:15,0 days 00:02:13,0 days 00:04:10,71.85582583097937,0
91.35167964105334,17,0 days 00:18:07,0 days 00:02:37,0 days 00:03:21,71.0282053830764,0
89.54091583170712,8,0 days 00:10:17,0 days 00:02:30,0 days 00:05:43,76.2708735856799,0
83.60030410069564,6,0 days 00:19:30,0 days 00:01:41,0 days 00:03:27,60.7956659605689,0
82.40808233727884,21,0 days 00:11:27,0 days 00:02:51,0 days 00:05:24,60.2767250234595,1
91.94587211775998,22,0 days 00:12:42,0 days 00:01:31,0 days 00:03:38,79.34988099403184,0
94.38749904552833,21,0 days 00:18:13,0 days 00:01:40,0 days 00:05:44,76.57141371145363,0
86.87208240890064,10,0 days 00:15:26,0 days 00:02:35,0 days 00:03:07,74.94763563116537,0
88.86476247985527,24,0 days 00:12:18,0 days 00:01:08,0 days 00:03:14,63.11401540289734,0
92.86583966290331,15,0 days 00:18:51,0 days 00:01:49,0 days 00:03:37,69.5320784608652,0
86.85835180030786,24,0 days 00:11:24,0 days 00:01:36,0 days 00:03:31,78.74587077131696,0
94.27811715249103,22,0 days 00:17:17,0 days 00:02:21,0 days 00:04:12,78.67199191247909,0
88.63626743067309,18,0 days 00:13:02,0 days 00:02:34,0 days 00:05:43,60.184942139590575,0
92.31150681051972,5,0 days 00:19:08,0 days 00:01:01,0 days 00:04:11,75.04982818012314,0
93.63265577619107,6,0 days 00:17:08,0 days 00:01:58,0 days 00:04:27,60.12475532893421,0
92.23285728152854,11,0 days 00:19:18,0 days 00:01:29,0 days 00:03:58,79.68603455341113,0
82.39121695173434,14,0 days 00:16:33,0 days 00:02:57,0 days 00:04:07,68.33934403991397,0
89.4334765859255,10,0 days 00:15:56,0 days 00:02:20,0 days 00:04:47,79.47037515960199,0
85.97651387929515,17,0 days 00:11:27,0 days 00:02:24,0 days 00:04:44,67.35493618061275,0
80.94069428035019,15,0 days 00:12:43,0 days 00:01:08,0 days 00:05:04,65.86374581146843,0
86.36048377834763,21,0 days 00:11:32,0 days 00:02:59,0 days 00:03:53,66.3258392766921,0
83.88026100334112,22,0 days 00:10:18,0 days 00:01:36,0 days 00:05:35,74.6135813327718,1
92.73557462642766,9,0 days 00:19:50,0 days 00:02:33,0 days 00:03:36,63.99345667860394,0
80.49956939820045,19,0 days 00:12:28,0 days 00:01:59,0 days 00:05:41,77.28115383585302,1
94.3847408279521,18,0 days 00:10:36,0 days 00:02:47,0 days 00:05:48,71.81145387253486,0
85.33053272707895,22,0 days 00:16:08,0 days 00:02:48,0 days 00:04:49,79.3982205189854,0
85.35060335603815,11,0 days 00:18:45,0 days 00:01:15,0 days 00:05:48,79.74169806972297,0
80.24492754025562,15,0 days 00:18:08,0 days 00:01:13,0 days 00:03:31,63.703640026042905,0
82.77848487854276,10,0 days 00:14:37,0 days 00:01:25,0 days 00:04:54,79.11564107152036,0
86.01889251205414,9,0 days 00:15:15,0 days 00:02:41,0 days 00:04:26,60.93076972758367,0
93.9393712595407,9,0 days 00:13:59,0 days 00:02:20,0 days 00:03:03,60.55727448246211,0
81.49422395331906,23,0 days 00:13:09,0 days 00:01:50,0 days 00:04:48,78.87729154657103,1
94.17952300218619,23,0 days 00:18:00,0 days 00:01:11,0 days 00:03:00,79.24793474899987,0
93.04232795819948,15,0 days 00:14:48,0 days 00:01:46,0 days 00:03:32,62.944953453439794,0
86.81243595361327,16,0 days 00:10:30,0 days 00:01:02,0 days 00:05:13,68.84831630777997,0
84.9005132265239,19,0 days 00:19:45,0 days 00:01:33,0 days 00:03:07,69.88185055976365,1
83.49116193918586,24,0 days 00:11:31,0 days 00:02:32,0 days 00:05:23,77.20562473036608,1
89.21697059715311,21,0 days 00:17:25,0 days 00:02:30,0 days 00:04:49,72.55834486392338,0
80.49611887213258,6,0 days 00:15:48,0 days 00:01:41,0 days 00:04:15,75.49132848403231,0
80.23409096670242,13,0 days 00:15:22,0 days 00:01:01,0 days 00:03:33,69.70193690862581,0
86.43193583747356,12,0 days 00:15:42,0 days 00:01:26,0 days 00:05:42,72.96827404483656,0
81.0211111096208,10,0 days 00:17:20,0 days 00:02:12,0 days 00:03:32,74.70818720051717,0
83.77911482369139,20,0 days 00:14:37,0 days 00:02:23,0 days 00:04:02,74.75762567834603,1
83.31741373019126,14,0 days 00:19:56,0 days 00:01:27,0 days 00:03:46,60.03475653569345,0
83.79786790584278,5,0 days 00:12:55,0 days 00:02:39,0 days 00:04:06,61.99816147460121,0
81.96582846822886,19,0 days 00:17:01,0 days 00:01:22,0 days 00:03:56,67.27320882208832,1
80.18054334346482,7,0 days 00:11:28,0 days 00:02:29,0 days 00:03:31,61.223948942070834,0
81.73226445708121,24,0 days 00:17:19,0 days 00:02:28,0 days 00:04:20,67.65979404735434,1
89.27720389269122,9,0 days 00:18:45,0 days 00:02:48,0 days 00:03:10,67.79133696944385,0
94.61384319227075,5,0 days 00:17:08,0 days 00:02:24,0 days 00:03:22,78.4046707455548,0
94.85517502341341,10,0 days 00:15:42,0 days 00:01:36,0 days 00:05:22,71.34143709789382,0
86.13581143059592,22,0 days 00:15:47,0 days 00:02:57,0 days 00:05:43,74.12702561067317,0
82.44431639069909,9,0 days 00:17:21,0 days 00:01:24,0 days 00:04:07,77.74397364172457,0
89.58142636049794,5,0 days 00:12:41,0 days 00:01:30,0 days 00:04:46,68.84258641298635,0
87.35458019823106,22,0 days 00:15:41,0 days 00:01:12,0 days 00:03:48,60.039242891947644,0
94.84114665926647,22,0 days 00:11:06,0 days 00:01:52,0 days 00:05:59,65.70672049250828,0
80.9795631072767,13,0 days 00:10:38,0 days 00:02:59,0 days 00:04:46,76.28317400074974,0
91.7485165747072,14,0 days 00:16:48,0 days 00:02:46,0 days 00:03:58,78.0368233960015,0
84.3259774599724,9,0 days 00:13:29,0 days 00:01:56,0 days 00:05:53,67.03019162236443,0
83.6212793011486,14,0 days 00:19:49,0 days 00:02:32,0 days 00:03:45,65.87982505958097,0
89.93756857299014,17,0 days 00:17:37,0 days 00:02:54,0 days 00:05:01,78.49010422137466,0
83.69094777486447,21,0 days 00:18:57,0 days 00:02:08,0 days 00:04:37,67.0214747196556,1
89.98788676338782,8,0 days 00:10:37,0 days 00:02:05,0 days 00:05:28,73.04490376153316,0
87.75962775803433,5,0 days 00:16:07,0 days 00:02:09,0 days 00:05:47,65.60618470101127,0
86.36133482653774,19,0 days 00:15:14,0 days 00:01:44,0 days 00:04:38,61.95837597581483,0
88.32031712992128,5,0 days 00:11:08,0 days 00:02:25,0 days 00:05:50,70.02472623572027,0
84.30577279879445,16,0 days 00:14:40,0 days 00:02:53,0 days 00:03:54,78.46463674236335,1
90.59862059409468,6,0 days 00:13:51,0 days 00:01:24,0 days 00:04:36,72.3728150785461,0
86.22285304000346,23,0 days 00:12:34,0 days 00:01:08,0 days 00:04:37,64.17653249567469,0
85.40818340728839,19,0 days 00:14:10,0 days 00:02:48,0 days 00:03:48,73.64859146735226,0
92.42985371833606,17,0 days 00:14:04,0 days 00:02:52,0 days 00:05:57,75.36722288195266,0
93.87450367929789,13,0 days 00:13:03,0 days 00:01:30,0 days 00:04:25,66.41521123829918,0
80.69010966330946,10,0 days 00:19:56,0 days 00:01:32,0 days 00:05:08,71.18418802862077,0
83.48940489244649,7,0 days 00:16:35,0 days 00:02:25,0 days 00:03:22,73.63906262934645,0
85.22779054238845,22,0 days 00:13:18,0 days 00:02:07,0 days 00:04:03,63.20706290760976,0
92.2244971905537,20,0 days 00:15:48,0 days 00:01:57,0 days 00:04:21,79.28201879544925,0
94.78237141464946,8,0 days 00:14:18,0 days 00:02:57,0 days 00:03:37,69.02503922899683,0
94.53457557005528,21,0 days 00:12:47,0 days 00:02:24,0 days 00:05:04,79.59328780944134,0
93.5742251832489,23,0 days 00:19:29,0 days 00:02:21,0 days 00:03:45,63.7914773168899,0
84.44834397596046,10,0 days 00:14:10,0 days 00:01:17,0 days 00:03:47,69.67547092619289,0
94.8801686512171,23,0 days 00:16:55,0 days 00:02:15,0 days 00:03:08,63.31707307351675,0
83.74130061584677,12,0 days 00:12:20,0 days 00:01:18,0 days 00:05:56,60.203616447678776,0
81.58859232323348,22,0 days 00:13:12,0 days 00:01:35,0 days 00:03:41,64.75750345150405,1
94.26428916583092,9,0 days 00:16:23,0 days 00:01:58,0 days 00:05:41,68.06374674136167,0
83.50130383202145,18,0 days 00:10:10,0 days 00:02:25,0 days 00:04:25,68.62261475448472,1
90.34652397616625,24,0 days 00:15:19,0 days 00:02:49,0 days 00:04:41,77.73010310208409,0
80.87534538470884,20,0 days 00:13:30,0 days 00:01:43,0 days 00:04:36,72.71354527761684,1
90.96063648691214,24,0 days 00:19:31,0 days 00:02:03,0 days 00:03:17,68.6888331043706,0
93.22580318500759,19,0 days 00:11:56,0 days 00:02:38,0 days 00:03:26,79.75995399219626,0
84.08655343198944,23,0 days 00:12:55,0 days 00:02:55,0 days 00:03:05,72.28448663253371,1
85.68585344116143,5,0 days 00:12:18,0 days 00:02:37,0 days 00:05:51,66.45325929969943,0
85.61444274981375,9,0 days 00:12:27,0 days 00:02:13,0 days 00:05:30,73.8262176242159,0
91.231823863102,11,0 days 00:11:17,0 days 00:01:27,0 days 00:03:56,69.9139984536601,0
83.56710863808559,17,0 days 00:13:05,0 days 00:02:27,0 days 00:04:13,77.62335388136344,1
82.57779648571464,8,0 days 00:19:08,0 days 00:02:03,0 days 00:03:43,77.93022524126643,0
86.73937473031607,23,0 days 00:18:35,0 days 00:02:45,0 days 00:05:29,67.3470080024234,0
84.5670261106598,18,0 days 00:16:59,0 days 00:01:51,0 days 00:04:03,71.24678101720288,1
92.58783683387979,24,0 days 00:11:24,0 days 00:01:59,0 days 00:05:33,65.3154688809261,0
83.56612739023458,22,0 days 00:19:44,0 days 00:01:36,0 days 00:05:23,72.532735034851,1
87.53584186233893,6,0 days 00:10:08,0 days 00:01:48,0 days 00:05:41,79.8469392463935,0
94.13875399546896,23,0 days 00:17:45,0 days 00:02:37,0 days 00:04:54,76.65177035644368,0
89.50996546616992,17,0 days 00:16:20,0 days 00:01:11,0 days 00:04:02,67.32819800605651,0
93.00934108193697,20,0 days 00:13:41,0 days 00:02:49,0 days 00:05:21,61.90760703986985,0
94.1031453403215,12,0 days 00:17:21,0 days 00:02:12,0 days 00:03:12,79.33363974747029,0
91.26147292829528,7,0 days 00:16:12,0 days 00:02:47,0 days 00:05:10,67.7916955735544,0
90.49362590337127,12,0 days 00:19:22,0 days 00:02:50,0 days 00:04:24,65.8676178653363,0
94.5194834990634,18,0 days 00:19:52,0 days 00:02:33,0 days 00:04:02,66.32670785811135,0
94.91601184471519,21,0 days 00:11:57,0 days 00:01:33,0 days 00:03:00,69.79846733277694,0
86.7773252400464,6,0 days 00:16:51,0 days 00:01:47,0 days 00:03:19,79.13502797498,0
81.06304667276312,21,0 days 00:15:03,0 days 00:01:14,0 days 00:05:43,79.73244642666982,1
84.39191047160779,18,0 days 00:17:30,0 days 00:02:34,0 days 00:04:26,65.92253454704792,1
82.28532058531596,10,0 days 00:10:11,0 days 00:02:50,0 days 00:03:19,67.0293741549497,0
86.26229562194018,23,0 days 00:11:22,0 days 00:01:31,0 days 00:05:03,70.23613120132075,0
81.96933992709884,21,0 days 00:13:36,0 days 00:02:27,0 days 00:05:09,60.163745772594716,1
89.06176706031323,17,0 days 00:18:56,0 days 00:02:03,0 days 00:03:30,63.496731264882186,0
85.7421208873678,9,0 days 00:12:08,0 days 00:01:43,0 days 00:04:55,78.72118041009612,0
93.43078826432316,21,0 days 00:17:24,0 days 00:01:21,0 days 00:03:25,60.588704741227225,0
94.51692007697753,24,0 days 00:13:20,0 days 00:01:02,0 days 00:03:49,62.01952559441088,0
88.20327352504134,19,0 days 00:11:27,0 days 00:01:26,0 days 00:03:17,68.41294034067437,0
84.12235354801395,13,0 days 00:18:33,0 days 00:02:40,0 days 00:04:20,74.62900498318024,0
88.88345628142756,19,0 days 00:14:11,0 days 00:02:50,0 days 00:03:15,65.37756460780697,0
93.45141737336616,22,0 days 00:15:49,0 days 00:01:09,0 days 00:03:25,66.11931181107782,0
86.10100018753623,15,0 days 00:10:47,0 days 00:01:01,0 days 00:04:19,66.10945960248773,0
88.28117415037957,19,0 days 00:13:50,0 days 00:01:56,0 days 00:03:57,77.45203853507213,0
84.07479151409218,11,0 days 00:13:56,0 days 00:02:07,0 days 00:05:48,64.52195212454836,0
86.83166224175041,18,0 days 00:17:14,0 days 00:02:21,0 days 00:03:27,71.24803652026381,0
86.02570303069398,9,0 days 00:13:31,0 days 00:01:01,0 days 00:03:10,79.99862294037632,0
83.72620197624457,20,0 days 00:12:05,0 days 00:02:52,0 days 00:03:08,74.56930989786036,1
87.58799575737963,19,0 days 00:18:27,0 days 00:01:30,0 days 00:05:28,66.72701310593852,0
84.65571238969717,15,0 days 00:19:06,0 days 00:01:34,0 days 00:05:59,75.30917940664818,0
85.5955229582112,16,0 days 00:18:01,0 days 00:02:37,0 days 00:04:29,79.07831414771218,0
87.87455663381397,19,0 days 00:17:55,0 days 00:01:47,0 days 00:03:56,67.47075614305169,0
91.2589253439348,16,0 days 00:16:01,0 days 00:01:48,0 days 00:05:17,74.16022480138662,0
85.00261198686913,7,0 days 00:18:28,0 days 00:01:10,0 days 00:04:50,61.51608526238778,0
93.86238149931145,5,0 days 00:13:31,0 days 00:01:06,0 days 00:04:35,77.90593673508283,0
92.93477820253854,19,0 days 00:12:12,0 days 00:01:05,0 days 00:05:43,61.92513449248624,0
80.73035443963293,11,0 days 00:17:15,0 days 00:01:42,0 days 00:05:17,67.4585019252319,0
83.80463786385234,23,0 days 00:14:03,0 days 00:02:10,0 days 00:03:16,70.85011685724471,1
86.69203268988802,19,0 days 00:11:11,0 days 00:02:45,0 days 00:04:43,65.27155284900438,0
81.56941833113711,18,0 days 00:17:20,0 days 00:01:38,0 days 00:03:13,72.98538651974356,1
85.22713983550246,17,0 days 00:19:23,0 days 00:01:05,0 days 00:04:52,71.08857454784822,0
91.10146288426523,10,0 days 00:13:43,0 days 00:02:00,0 days 00:03:40,74.34370480596212,0
90.20771721714239,24,0 days 00:11:01,0 days 00:01:30,0 days 00:04:37,67.08278730244322,0
89.33576642849007,24,0 days 00:16:07,0 days 00:01:59,0 days 00:04:51,70.92027779305347,0
90.65792604083518,13,0 days 00:12:33,0 days 00:01:08,0 days 00:04:47,76.24370800362458,0
83.07385530439552,13,0 days 00:16:21,0 days 00:02:03,0 days 00:05:53,76.21392692002911,0
85.12547172297099,20,0 days 00:13:42,0 days 00:02:21,0 days 00:05:27,74.28479949703762,0
90.14363723416194,15,0 days 00:14:04,0 days 00:02:59,0 days 00:05:02,70.83871779229959,0
93.1885214454699,15,0 days 00:10:49,0 days 00:02:26,0 days 00:05:20,73.4652220154899,0
88.15517080742143,22,0 days 00:17:45,0 days 00:01:03,0 days 00:03:09,61.73760580224101,0
84.24049476418305,5,0 days 00:13:04,0 days 00:01:15,0 days 00:03:41,69.42634401421465,0
80.45352887008974,12,0 days 00:12:37,0 days 00:02:42,0 days 00:03:16,77.20287000609298,0
90.6550524346132,11,0 days 00:13:23,0 days 00:02:50,0 days 00:03:35,72.14729643453285,0
80.1182615526266,7,0 days 00:13:09,0 days 00:02:56,0 days 00:04:09,78.8336621165018,0
85.59018604731493,6,0 days 00:16:58,0 days 00:02:34,0 days 00:05:41,65.24357042588161,0
87.95805821844172,21,0 days 00:14:08,0 days 00:01:06,0 days 00:03:35,61.92603604221551,0
93.8316719265079,18,0 days 00:18:30,0 days 00:02:33,0 days 00:04:33,72.53226871207774,0
81.3424181754935,22,0 days 00:12:36,0 days 00:01:22,0 days 00:03:49,61.81851859640761,1
86.08913482952426,12,0 days 00:18:54,0 days 00:01:10,0 days 00:03:32,75.64270726848832,0
80.36469799565236,6,0 days 00:11:29,0 days 00:01:28,0 days 00:05:54,65.13484816298114,0
85.13916476512385,7,0 days 00:10:17,0 days 00:01:07,0 days 00:04:16,70.77503716887313,0
89.33346588259693,5,0 days 00:10:33,0 days 00:02:31,0 days 00:05:43,76.22754080603225,0
84.18601922342897,23,0 days 00:17:48,0 days 00:02:52,0 days 00:04:47,75.760707374006,1
83.14624924483452,11,0 days 00:16:19,0 days 00:02:23,0 days 00:03:45,69.91950054158417,0
81.7355484999064,11,0 days 00:10:07,0 days 00:01:02,0 days 00:03:04,79.51692826630946,0
88.65710366030513,8,0 days 00:13:12,0 days 00:02:55,0 days 00:05:03,69.95266314181681,0
90.42905008857029,9,0 days 00:14:28,0 days 00:02:11,0 days 00:03:05,65.57582833382111,0
90.07935710893733,24,0 days 00:14:01,0 days 00:02:16,0 days 00:05:49,66.04862489103374,0
94.23291531080761,23,0 days 00:15:27,0 days 00:01:51,0 days 00:04:29,74.8728544775454,0
80.04054820840254,11,0 days 00:19:59,0 days 00:01:19,0 days 00:04:29,68.74214077781187,0
89.70794980841055,19,0 days 00:19:10,0 days 00:02:55,0 days 00:03:53,68.3757696957098,0
89.0058835564646,20,0 days 00:10:02,0 days 00:02:34,0 days 00:03:03,60.40973190539869,0
88.83109414955432,22,0 days 00:19:45,0 days 00:01:30,0 days 00:03:44,66.10556320842099,0
94.44155479760363,6,0 days 00:13:10,0 days 00:01:27,0 days 00:03:27,77.20766159683214,0
80.25307510055059,14,0 days 00:15:06,0 days 00:01:15,0 days 00:04:29,76.07008996454294,0
90.44723646052175,24,0 days 00:18:44,0 days 00:01:47,0 days 00:03:44,74.9302171996532,0
92.20517974552796,22,0 days 00:18:07,0 days 00:01:23,0 days 00:05:57,60.4625677335144,0
87.64710794932377,16,0 days 00:16:53,0 days 00:01:58,0 days 00:05:49,60.53980582863387,0
85.00947304395214,5,0 days 00:13:06,0 days 00:02:34,0 days 00:04:30,66.22929918781765,0
91.86260244841108,8,0 days 00:15:26,0 days 00:02:23,0 days 00:04:24,69.48906544436267,0
81.45864388448636,9,0 days 00:11:06,0 days 00:01:08,0 days 00:03:12,78.1948253597254,0
86.63053456594888,24,0 days 00:15:05,0 days 00:01:13,0 days 00:04:21,67.6925963201108,0
87.79928561856258,20,0 days 00:17:41,0 days 00:01:38,0 days 00:04:33,65.77050005725785,0
90.40934616401822,10,0 days 00:14:08,0 days 00:01:38,0 days 00:04:13,71.42305936609425,0
